event_id,teacher_id,week_start,event_type,event_count
E00658,U029,2025-04-21,plan_shared,9
E00659,U029,2025-04-21,login,1
E00660,U029,2025-03-10,plan_shared,6
E00661,U029,2025-03-10,feedback_given,3
E00662,U029,2025-03-10,plan_viewed,8
E00663,U029,2025-09-01,plan_created,8
E00664,U029,2024-12-23,plan_created,11
E00665,U029,2025-01-27,plan_shared,2
E00666,U029,2025-02-10,login,9
E00667,U029,2025-02-10,plan_shared,2
E00668,U029,2025-02-10,plan_created,7
E00669,U029,2025-06-16,plan_shared,4
E00670,U029,2025-06-16,login,7
E00671,U029,2025-02-10,plan_shared,10
E00672,U029,2025-02-10,plan_viewed,8
E00673,U029,2025-02-10,login,11
E00674,U029,2025-02-17,feedback_given,6
E00675,U029,2025-02-17,plan_created,7
E00676,U029,2025-05-12,feedback_given,8
E00677,U031,2025-06-09,feedback_given,1
E00678,U031,2025-06-09,plan_shared,7
E00679,U031,2025-06-09,login,7
E00680,U031,2024-12-02,login,9
E00681,U031,2024-12-02,plan_shared,12
E00682,U031,2025-01-13,feedback_given,5
E00683,U031,2025-01-13,login,8
E00684,U031,2025-03-03,login,2
E00685,U031,2025-03-03,feedback_given,6
E00686,U031,2024-12-23,feedback_given,4
E00687,U031,2024-12-23,plan_shared,1
E00688,U031,2024-12-23,plan_created,1
E00689,U031,2025-06-09,plan_viewed,7
E00690,U031,2025-06-09,feedback_given,7
E00691,U031,2025-06-09,plan_shared,12
E00692,U031,2025-04-07,feedback_given,11
E00693,U031,2025-04-07,plan_viewed,10
E00694,U031,2024-11-25,plan_created,7
E00695,U031,2024-11-25,login,10
E00696,U031,2025-01-06,feedback_given,5
E00697,U031,2025-03-31,feedback_given,1
E00698,U031,2025-03-31,plan_viewed,11
E00699,U031,2025-03-31,login,7
E00700,U031,2025-05-05,plan_shared,1
E00701,U031,2025-05-05,login,6
E00702,U031,2025-05-05,feedback_given,11
E00703,U031,2024-11-04,plan_shared,8
E00704,U031,2024-11-04,plan_viewed,11
E00705,U031,2024-11-04,feedback_given,3
E00706,U031,2025-02-17,login,10
E00707,U031,2025-01-06,plan_created,2
E00708,U031,2025-04-14,login,9
E00709,U031,2025-04-14,plan_created,4
E00710,U032,2025-04-28,plan_viewed,9
E00711,U032,2025-04-28,login,9
E00712,U032,2025-08-04,plan_viewed,2
E00713,U032,2025-08-04,feedback_given,2
E00714,U032,2025-08-04,login,11
E00715,U032,2025-10-27,plan_shared,12
E00716,U032,2025-10-27,plan_viewed,4
E00717,U032,2025-08-11,plan_viewed,8
E00718,U032,2025-08-11,plan_created,1
E00719,U032,2025-08-11,feedback_given,2
E00720,U032,2025-03-17,feedback_given,5
E00721,U032,2025-03-17,login,12
E00722,U032,2025-03-17,plan_viewed,7
E00723,U032,2025-04-28,plan_viewed,3
E00724,U032,2025-04-14,feedback_given,3
E00725,U032,2025-09-29,feedback_given,10
E00726,U032,2025-05-19,plan_shared,1
E00727,U032,2025-05-05,plan_viewed,7
E00728,U032,2025-09-01,login,3
E00729,U032,2025-09-01,plan_created,2
E00730,U032,2025-09-01,plan_viewed,5
E00731,U032,2025-03-24,plan_created,2
E00732,U032,2025-03-24,plan_viewed,6
E00733,U032,2025-02-24,plan_shared,11
E00734,U032,2025-02-24,feedback_given,2
E00735,U032,2025-02-24,login,1
E00736,U032,2025-03-10,plan_created,2
E00737,U032,2025-03-10,login,4
E00738,U032,2025-10-06,feedback_given,10
E00739,U033,2024-06-10,feedback_given,10
E00740,U033,2024-06-10,plan_viewed,7
E00741,U033,2024-07-08,plan_viewed,4
E00742,U033,2024-07-08,login,6
E00743,U033,2024-08-05,login,6
E00744,U033,2024-08-05,plan_created,6
E00745,U033,2024-03-25,feedback_given,12
E00746,U033,2024-08-05,plan_shared,2
E00747,U033,2024-08-05,plan_created,9
E00748,U033,2024-08-05,plan_viewed,5
E00749,U033,2024-05-27,feedback_given,9
E00750,U033,2024-05-27,login,7
E00751,U033,2024-05-06,plan_viewed,1
E00752,U033,2024-11-18,plan_created,11
E00753,U033,2024-11-18,plan_viewed,8
E00754,U033,2024-05-20,feedback_given,10
E00755,U033,2024-05-20,login,2
E00756,U033,2024-05-20,plan_viewed,6
E00757,U033,2024-08-19,plan_created,5
E00758,U033,2024-08-19,feedback_given,10
E00759,U033,2024-05-06,plan_shared,8
E00760,U033,2024-05-06,plan_created,2
E00761,U033,2024-05-06,feedback_given,5
E00762,U033,2024-10-14,plan_shared,2
E00763,U033,2024-10-14,feedback_given,8
E00764,U033,2024-10-07,plan_shared,4
E00765,U033,2024-04-22,plan_created,12
E00766,U033,2024-04-22,login,1
E00767,U033,2024-04-22,plan_shared,3
E00768,U033,2024-07-01,plan_viewed,12
E00769,U033,2024-07-01,plan_shared,5
E00770,U033,2024-09-09,plan_created,11
E00771,U033,2024-09-09,plan_shared,12
E00772,U033,2024-09-09,plan_viewed,8
E00773,U033,2024-03-18,plan_viewed,10
E00774,U033,2024-03-18,plan_shared,2
E00775,U033,2024-03-18,login,11
E00776,U033,2024-07-08,feedback_given,4
E00777,U033,2024-07-08,login,4
E00778,U035,2024-12-02,plan_created,2
E00779,U035,2024-12-02,login,6
E00780,U035,2025-06-30,plan_created,10
E00781,U035,2025-03-24,plan_viewed,7
E00782,U035,2025-06-23,plan_created,10
E00783,U035,2025-06-23,plan_viewed,9
E00784,U035,2025-06-23,login,4
E00785,U035,2025-03-31,plan_viewed,11
E00786,U035,2025-03-31,login,3
E00787,U035,2025-06-02,login,7
E00788,U035,2025-06-02,plan_shared,1
E00789,U035,2025-06-02,plan_created,9
E00790,U035,2025-05-05,plan_shared,4
E00791,U035,2025-05-05,plan_viewed,8
E00792,U035,2025-05-05,login,5
E00793,U035,2024-12-16,plan_created,9
E00794,U035,2024-12-16,plan_viewed,12
E00795,U035,2024-12-16,plan_shared,2
E00796,U035,2025-02-10,login,4
E00797,U035,2025-02-10,feedback_given,8
E00798,U035,2025-02-10,plan_viewed,5
E00799,U037,2025-06-23,plan_viewed,3
E00800,U037,2025-04-07,plan_shared,8
E00801,U037,2025-04-07,plan_created,12
E00802,U037,2025-04-07,feedback_given,7
E00803,U037,2025-05-19,plan_shared,7
E00804,U037,2025-05-19,plan_created,6
E00805,U037,2025-05-19,plan_viewed,7
E00806,U037,2025-08-04,feedback_given,2
E00807,U037,2025-08-04,login,9
E00808,U037,2025-05-12,plan_shared,2
E00809,U037,2025-05-12,feedback_given,3
E00810,U037,2025-05-26,plan_created,11
E00811,U037,2025-05-26,plan_viewed,3
E00812,U037,2025-05-26,plan_shared,10
E00813,U037,2025-03-03,feedback_given,3
E00814,U037,2025-03-03,plan_viewed,4
E00815,U037,2025-04-07,plan_shared,12
E00816,U037,2025-04-07,plan_created,10
E00817,U037,2025-04-07,login,2
E00818,U037,2025-03-10,feedback_given,1
E00819,U037,2025-03-10,plan_shared,2
E00820,U037,2025-06-09,plan_shared,2
E00821,U037,2025-06-09,plan_created,9
E00822,U037,2025-06-02,feedback_given,12
E00823,U037,2025-06-02,plan_shared,7
E00824,U037,2025-06-02,plan_viewed,4
E00825,U037,2025-01-20,plan_shared,7
E00826,U037,2025-08-11,login,11
E00827,U037,2025-08-11,plan_shared,12
E00828,U037,2025-06-23,plan_created,7
E00829,U037,2025-06-23,feedback_given,5
E00830,U037,2025-06-23,plan_viewed,11
E00831,U037,2025-07-21,plan_created,2
E00832,U037,2025-07-21,login,2
E00833,U037,2025-02-24,login,1
E00834,U037,2025-02-24,plan_shared,10
E00835,U037,2025-09-15,feedback_given,12
E00836,U037,2025-09-15,plan_viewed,2
E00837,U037,2025-09-15,login,10
E00838,U037,2025-03-24,feedback_given,5
E00839,U037,2025-03-24,login,10
E00840,U037,2025-03-03,plan_viewed,2
E00841,U037,2025-09-01,feedback_given,12
E00842,U037,2025-01-13,login,2
E00843,U037,2025-01-13,feedback_given,9
E00844,U037,2025-09-22,plan_created,2
E00845,U037,2025-09-22,plan_shared,3
E00846,U037,2025-09-22,plan_viewed,10
E00847,U037,2025-03-24,login,8
E00848,U037,2025-05-26,plan_created,3
E00849,U038,2024-12-23,plan_shared,5
E00850,U038,2024-12-23,plan_created,1
E00851,U038,2024-12-23,plan_viewed,2
E00852,U038,2024-11-11,plan_viewed,3
E00853,U038,2024-11-11,login,7
E00854,U038,2024-11-11,feedback_given,11
E00855,U038,2024-09-23,plan_viewed,1
E00856,U038,2025-05-12,login,3
E00857,U038,2025-05-12,feedback_given,10
E00858,U038,2025-04-28,plan_viewed,9
E00859,U038,2025-04-28,login,9
E00860,U038,2025-04-28,feedback_given,4
E00861,U038,2024-11-04,plan_created,4
E00862,U038,2024-11-04,plan_shared,3
E00863,U038,2024-11-04,login,5
E00864,U038,2024-12-23,login,9
E00865,U038,2024-12-23,plan_viewed,12
E00866,U038,2024-12-23,login,10
E00867,U038,2024-12-23,plan_created,7
E00868,U038,2024-10-21,plan_viewed,11
E00869,U038,2024-10-21,login,3
E00870,U038,2024-10-21,plan_shared,7
E00871,U038,2025-04-14,plan_viewed,11
E00872,U038,2025-03-31,plan_shared,11
E00873,U038,2025-03-31,login,12
E00874,U038,2025-03-31,plan_created,5
E00875,U038,2025-06-30,plan_shared,11
E00876,U038,2025-06-30,plan_viewed,11
E00877,U038,2025-06-30,feedback_given,9
E00878,U038,2025-06-16,feedback_given,3
E00879,U038,2025-02-10,feedback_given,10
E00880,U038,2025-02-10,plan_created,4
E00881,U038,2024-10-21,plan_created,11
E00882,U038,2024-10-21,login,9
E00883,U038,2025-03-24,plan_viewed,11
E00884,U038,2024-10-28,plan_viewed,3
E00885,U038,2024-10-28,login,4
E00886,U038,2025-01-20,plan_created,7
E00887,U038,2024-12-30,plan_created,3
E00888,U038,2024-12-30,login,9
E00889,U038,2025-02-03,feedback_given,6
E00890,U038,2025-02-03,plan_created,12
E00891,U038,2025-02-03,plan_viewed,10
E00892,U039,2025-07-07,login,1
E00893,U039,2025-07-07,plan_created,3
E00894,U039,2025-03-24,plan_shared,12
E00895,U039,2025-03-24,plan_viewed,11
E00896,U039,2025-06-30,login,10
E00897,U039,2025-06-30,feedback_given,3
E00898,U039,2025-06-30,plan_shared,5
E00899,U039,2024-11-04,login,3
E00900,U039,2024-11-04,plan_shared,3
E00901,U039,2024-11-04,plan_viewed,7
E00902,U039,2025-07-14,plan_viewed,11
E00903,U039,2025-07-14,plan_created,6
E00904,U039,2025-07-14,login,12
E00905,U039,2025-02-17,login,8
E00906,U039,2025-02-17,feedback_given,3
E00907,U039,2025-02-17,plan_viewed,8
E00908,U039,2025-04-07,login,5
E00909,U039,2025-04-07,plan_viewed,7
E00910,U039,2025-06-23,plan_shared,2
E00911,U039,2025-06-23,plan_viewed,5
E00912,U039,2025-06-23,feedback_given,7
E00913,U039,2025-03-24,plan_created,2
E00914,U039,2025-02-17,plan_shared,10
E00915,U039,2024-11-25,plan_viewed,9
E00916,U040,2024-02-12,login,8
E00917,U040,2024-02-12,plan_shared,8
E00918,U040,2024-09-23,login,1
E00919,U040,2024-09-23,plan_created,10
E00920,U040,2024-09-23,plan_shared,4
E00921,U040,2024-02-12,feedback_given,12
E00922,U040,2024-02-12,plan_viewed,11
E00923,U040,2024-02-12,plan_created,9
E00924,U040,2024-11-04,login,8
E00925,U040,2024-04-22,login,2
E00926,U040,2024-04-22,plan_shared,6
E00927,U040,2024-04-22,plan_created,3
E00928,U040,2024-09-23,plan_created,8
E00929,U040,2024-09-23,feedback_given,7
E00930,U040,2024-04-22,plan_created,11
E00931,U040,2024-04-22,plan_viewed,4
E00932,U040,2024-10-07,plan_viewed,5
E00933,U040,2024-09-09,plan_viewed,1
E00934,U040,2024-09-09,plan_shared,12
E00935,U040,2024-11-18,feedback_given,11
E00936,U040,2024-11-18,plan_shared,9
E00937,U040,2024-11-18,login,1
E00938,U040,2024-09-02,feedback_given,1
E00939,U040,2024-09-02,plan_created,10
E00940,U040,2024-09-02,plan_shared,8
E00941,U040,2024-07-08,plan_viewed,1
E00942,U040,2024-07-08,plan_created,6
E00943,U040,2024-04-29,plan_viewed,2
E00944,U040,2024-04-29,plan_created,7
E00945,U040,2024-09-16,plan_created,9
E00946,U040,2024-09-23,feedback_given,2
E00947,U040,2024-09-16,plan_shared,11
E00948,U040,2024-06-03,feedback_given,7
E00949,U041,2025-02-10,feedback_given,9
E00950,U041,2025-02-10,plan_shared,5
E00951,U041,2024-11-11,feedback_given,3
E00952,U041,2024-11-11,plan_shared,6
E00953,U041,2025-04-07,plan_viewed,12
E00954,U041,2024-12-23,plan_shared,5
E00955,U041,2024-10-14,feedback_given,7
E00956,U041,2025-02-24,plan_shared,11
E00957,U041,2024-12-23,plan_viewed,7
E00958,U041,2024-12-23,plan_created,8
E00959,U041,2025-06-02,plan_shared,7
E00960,U041,2025-06-02,plan_viewed,9
E00961,U041,2025-03-17,plan_created,2
E00962,U041,2024-10-07,plan_shared,6
E00963,U041,2025-05-12,plan_shared,1
E00964,U041,2025-02-24,login,7
E00965,U041,2025-02-24,plan_created,8
E00966,U041,2025-02-03,feedback_given,7
E00967,U041,2025-02-03,plan_created,4
E00968,U043,2025-04-14,login,5
E00969,U043,2025-04-14,plan_shared,2
E00970,U043,2025-04-14,plan_created,5
E00971,U043,2025-05-26,feedback_given,12
E00972,U043,2025-05-26,plan_shared,2
E00973,U043,2025-05-26,login,12
E00974,U043,2025-09-22,plan_shared,11
E00975,U043,2025-09-22,login,11
E00976,U043,2025-09-22,plan_viewed,3
E00977,U043,2025-05-19,plan_shared,7
E00978,U043,2025-02-24,plan_shared,7
E00979,U043,2025-02-24,login,1
E00980,U043,2025-11-10,plan_created,1
E00981,U043,2025-07-28,login,12
E00982,U043,2025-07-28,plan_viewed,11
E00983,U043,2025-05-19,plan_viewed,7
E00984,U043,2025-09-08,login,7
E00985,U043,2025-03-03,plan_created,6
E00986,U043,2025-03-03,plan_viewed,5
E00987,U043,2025-07-14,feedback_given,1
E00988,U043,2025-07-14,plan_shared,3
E00989,U043,2025-07-14,login,1
E00990,U043,2025-02-10,plan_viewed,4
E00991,U043,2025-06-16,plan_viewed,7
E00992,U043,2025-06-16,plan_created,3
E00993,U043,2025-06-02,plan_viewed,5
E00994,U043,2025-06-02,login,2
E00995,U043,2025-03-24,plan_created,6
E00996,U043,2025-03-24,plan_shared,12
E00997,U043,2025-03-24,feedback_given,6
E00998,U043,2025-10-27,login,11
E00999,U043,2025-10-27,plan_viewed,5
E01000,U043,2025-10-27,plan_created,4
E01001,U043,2025-10-27,plan_created,3
E01002,U043,2025-10-27,login,11
E01003,U043,2025-11-03,plan_created,10
E01004,U043,2025-05-05,feedback_given,2
E01005,U043,2025-03-10,login,12
E01006,U043,2025-03-10,plan_viewed,8
E01007,U043,2025-03-10,plan_shared,4
E01008,U043,2025-10-06,plan_shared,4
E01009,U043,2025-10-06,plan_created,7
E01010,U043,2025-10-06,feedback_given,9
E01011,U044,2024-12-02,plan_viewed,11
E01012,U044,2024-12-02,login,12
E01013,U044,2024-12-02,plan_shared,2
E01014,U044,2025-02-17,feedback_given,7
E01015,U044,2025-03-31,plan_created,5
E01016,U044,2025-03-31,plan_shared,12
E01017,U044,2025-03-31,plan_viewed,3
E01018,U044,2024-12-16,login,1
E01019,U044,2024-11-04,feedback_given,9
E01020,U044,2024-11-04,login,9
E01021,U044,2024-11-04,plan_viewed,2
E01022,U044,2024-10-21,login,9
E01023,U044,2024-10-21,feedback_given,7
E01024,U044,2025-02-03,plan_viewed,1
E01025,U044,2025-02-03,plan_shared,3
E01026,U044,2025-02-03,plan_created,10
E01027,U044,2024-11-11,plan_created,12
E01028,U044,2024-11-11,feedback_given,12
E01029,U044,2024-11-11,plan_viewed,9
E01030,U044,2024-12-02,plan_shared,12
E01031,U044,2024-12-02,plan_viewed,5
E01032,U044,2025-04-14,plan_shared,4
E01033,U044,2024-08-26,plan_shared,11
E01034,U044,2024-08-26,plan_viewed,3
E01035,U044,2024-08-26,plan_created,5
E01036,U044,2024-10-07,plan_created,4
E01037,U044,2024-10-07,plan_shared,9
E01038,U044,2024-09-30,plan_viewed,11
E01039,U044,2025-05-05,plan_viewed,12
E01040,U044,2025-05-05,plan_created,9
E01041,U044,2024-12-02,plan_shared,5
E01042,U044,2024-12-02,feedback_given,6
E01043,U044,2024-12-02,plan_viewed,1
E01044,U044,2025-05-19,plan_viewed,4
E01045,U044,2024-12-09,plan_viewed,1
E01046,U044,2025-04-07,login,12
E01047,U044,2025-04-07,plan_created,12
E01048,U044,2025-04-07,plan_viewed,7
E01049,U044,2024-12-02,login,4
E01050,U044,2024-12-02,plan_shared,6
E01051,U044,2024-12-02,feedback_given,5
E01052,U044,2024-11-11,feedback_given,4
E01053,U044,2024-11-11,plan_shared,12
E01054,U044,2024-11-11,login,12
E01055,U044,2025-02-17,plan_shared,2
E01056,U044,2025-02-17,feedback_given,8
E01057,U044,2024-10-28,plan_shared,4
E01058,U044,2024-10-28,login,10
E01059,U044,2025-03-17,plan_shared,5
E01060,U044,2025-03-17,plan_viewed,3
E01061,U044,2025-03-17,plan_created,3
E01062,U044,2025-02-03,login,3
E01063,U044,2025-02-03,plan_shared,2
E01064,U044,2025-02-03,plan_created,7
E01065,U045,2025-07-07,feedback_given,9
E01066,U045,2025-07-07,plan_created,3
E01067,U045,2025-07-07,plan_viewed,12
E01068,U045,2024-12-16,plan_created,1
E01069,U045,2024-12-16,feedback_given,2
E01070,U045,2024-12-16,plan_shared,1
E01071,U045,2024-12-30,plan_shared,2
E01072,U045,2025-04-14,login,1
E01073,U045,2024-12-16,login,12
E01074,U045,2025-05-12,plan_created,8
E01075,U045,2025-05-12,plan_shared,10
E01076,U045,2025-05-12,login,8
E01077,U045,2025-02-24,plan_viewed,3
E01078,U045,2025-02-24,feedback_given,4
E01079,U045,2025-01-06,plan_viewed,1
E01080,U045,2025-01-06,plan_created,2
E01081,U045,2025-01-06,feedback_given,9
E01082,U045,2025-04-21,login,7
E01083,U047,2024-10-07,plan_created,4
E01084,U047,2025-04-14,plan_shared,11
E01085,U047,2025-04-14,plan_viewed,5
E01086,U047,2025-01-13,feedback_given,3
E01087,U047,2025-01-13,plan_created,2
E01088,U047,2025-01-13,plan_shared,4
E01089,U047,2024-11-18,plan_viewed,10
E01090,U047,2024-11-18,plan_created,6
E01091,U047,2024-11-25,plan_created,10
E01092,U047,2024-11-25,login,3
E01093,U047,2024-12-23,login,10
E01094,U047,2024-12-23,plan_viewed,3
E01095,U048,2024-08-26,plan_viewed,10
E01096,U048,2024-06-24,plan_created,8
E01097,U048,2024-06-24,plan_viewed,11
E01098,U048,2024-07-29,plan_created,3
E01099,U048,2024-07-29,login,11
E01100,U048,2024-04-22,plan_shared,8
E01101,U048,2024-04-22,feedback_given,12
E01102,U048,2024-09-16,plan_created,10
E01103,U048,2024-08-26,plan_viewed,6
E01104,U048,2024-08-26,plan_shared,3
E01105,U048,2024-08-26,plan_created,3
E01106,U048,2024-08-05,plan_viewed,7
E01107,U048,2024-08-05,feedback_given,8
E01108,U048,2024-08-19,plan_viewed,4
E01109,U048,2024-08-19,plan_shared,7
E01110,U048,2024-08-19,login,7
E01111,U048,2024-10-21,login,9
E01112,U048,2024-10-21,feedback_given,9
E01113,U048,2024-05-27,plan_created,9
E01114,U048,2024-05-27,feedback_given,10
E01115,U048,2024-05-27,plan_created,1
E01116,U048,2024-05-27,plan_shared,4
E01117,U048,2024-05-27,feedback_given,1
E01118,U048,2024-07-29,feedback_given,1
E01119,U048,2024-07-29,plan_shared,6
E01120,U048,2024-07-29,plan_created,6
E01121,U048,2024-04-15,feedback_given,9
E01122,U048,2024-04-15,plan_shared,7
E01123,U048,2024-06-03,plan_shared,1
E01124,U048,2024-04-15,plan_shared,7
E01125,U048,2024-02-26,feedback_given,12
E01126,U048,2024-02-26,plan_viewed,2
E01127,U048,2024-02-26,plan_created,11
E01128,U048,2024-11-04,feedback_given,10
E01129,U048,2024-04-29,plan_shared,6
E01130,U048,2024-04-22,plan_shared,2
E01131,U048,2024-02-19,feedback_given,8
E01132,U048,2024-02-19,plan_shared,12
E01133,U048,2024-02-19,plan_created,3
E01134,U048,2024-10-07,plan_viewed,12
E01135,U048,2024-10-07,feedback_given,6
E01136,U048,2024-10-07,plan_shared,8
E01137,U048,2024-02-19,plan_created,1
E01138,U048,2024-02-19,plan_shared,11
E01139,U048,2024-03-04,plan_shared,7
E01140,U048,2024-03-04,login,7
E01141,U048,2024-03-04,plan_created,11
E01142,U053,2025-04-28,plan_viewed,4
E01143,U053,2025-04-28,login,7
E01144,U053,2025-04-28,feedback_given,3
E01145,U053,2024-12-23,login,7
E01146,U053,2024-10-21,plan_shared,1
E01147,U053,2024-10-21,feedback_given,4
E01148,U053,2024-10-21,plan_viewed,7
E01149,U053,2024-11-11,login,8
E01150,U053,2024-11-11,plan_created,8
E01151,U053,2024-11-11,plan_viewed,6
E01152,U053,2025-02-17,plan_shared,6
E01153,U053,2025-02-17,plan_created,11
E01154,U053,2025-03-03,plan_viewed,2
E01155,U053,2024-10-07,plan_viewed,10
E01156,U053,2025-01-20,plan_shared,5
E01157,U053,2024-11-04,plan_created,10
E01158,U053,2024-11-04,login,1
E01159,U053,2024-11-04,feedback_given,5
E01160,U053,2024-11-18,plan_shared,5
E01161,U053,2024-11-18,plan_created,2
E01162,U053,2024-11-18,feedback_given,10
E01163,U053,2025-05-05,login,8
E01164,U053,2024-09-09,plan_viewed,2
E01165,U053,2025-01-06,plan_viewed,5
E01166,U053,2025-02-17,plan_shared,12
E01167,U053,2025-02-17,plan_viewed,6
E01168,U053,2025-02-17,login,3
E01169,U053,2024-10-07,feedback_given,9
E01170,U053,2024-10-07,plan_created,3
E01171,U053,2024-09-02,feedback_given,1
E01172,U053,2024-09-02,login,5
E01173,U053,2024-09-02,plan_viewed,3
E01174,U054,2025-06-23,plan_created,12
E01175,U054,2025-03-10,plan_shared,12
E01176,U054,2025-02-10,login,3
E01177,U054,2025-02-10,plan_viewed,6
E01178,U054,2025-02-10,plan_shared,5
E01179,U054,2025-05-12,feedback_given,11
E01180,U054,2025-05-12,plan_created,7
E01181,U054,2025-05-12,plan_viewed,4
E01182,U054,2025-03-03,login,10
E01183,U054,2025-03-03,plan_created,11
E01184,U054,2025-03-03,feedback_given,8
E01185,U054,2025-01-13,plan_shared,5
E01186,U055,2024-03-11,plan_created,6
E01187,U055,2024-03-11,feedback_given,3
E01188,U055,2024-06-10,plan_created,5
E01189,U055,2024-10-14,plan_viewed,2
E01190,U055,2024-10-14,plan_created,3
E01191,U055,2024-08-26,feedback_given,8
E01192,U055,2024-08-26,plan_viewed,11
E01193,U055,2024-04-01,login,8
E01194,U055,2024-02-19,plan_viewed,7
E01195,U055,2024-02-19,feedback_given,10
E01196,U055,2024-04-01,plan_viewed,6
E01197,U055,2024-04-01,login,2
E01198,U055,2024-08-05,feedback_given,1
E01199,U055,2024-08-05,plan_viewed,10
E01200,U055,2024-08-05,login,11
E01201,U055,2024-02-26,plan_shared,2
E01202,U055,2024-02-26,plan_created,5
E01203,U055,2024-02-26,feedback_given,7
E01204,U055,2024-04-15,feedback_given,7
E01205,U055,2024-04-15,plan_created,8
E01206,U055,2024-04-15,login,11
E01207,U055,2024-03-11,feedback_given,11
E01208,U055,2024-03-11,login,9
E01209,U055,2024-08-26,plan_created,3
E01210,U055,2024-03-18,feedback_given,7
E01211,U055,2024-03-18,plan_shared,6
E01212,U055,2024-03-04,plan_viewed,4
E01213,U055,2024-03-04,feedback_given,12
E01214,U055,2024-09-02,plan_viewed,8
E01215,U055,2024-02-19,plan_shared,11
E01216,U055,2024-02-19,feedback_given,4
E01217,U055,2024-02-19,plan_created,6
E01218,U055,2024-10-14,login,7
E01219,U055,2024-02-26,feedback_given,4
E01220,U055,2024-02-26,login,1
E01221,U055,2024-05-06,feedback_given,5
E01222,U056,2024-11-04,plan_created,3
E01223,U056,2024-02-26,feedback_given,5
E01224,U056,2024-02-26,plan_created,12
E01225,U056,2024-08-12,login,11
E01226,U056,2024-08-12,plan_shared,5
E01227,U056,2024-04-15,plan_created,7
E01228,U056,2024-06-24,plan_shared,6
E01229,U056,2024-06-24,login,7
E01230,U056,2024-08-26,login,12
E01231,U056,2024-08-26,plan_shared,7
E01232,U056,2024-07-01,login,9
E01233,U056,2024-07-01,feedback_given,10
E01234,U056,2024-07-01,plan_created,4
E01235,U056,2024-02-26,login,11
E01236,U056,2024-02-26,plan_shared,12
E01237,U056,2024-02-26,feedback_given,12
E01238,U056,2024-06-17,plan_shared,8
E01239,U056,2024-04-01,plan_viewed,11
E01240,U056,2024-04-01,plan_created,7
E01241,U058,2025-06-30,plan_created,11
E01242,U058,2025-06-30,feedback_given,8
E01243,U058,2025-06-30,login,11
E01244,U058,2025-07-28,plan_created,4
E01245,U058,2025-02-03,login,10
E01246,U058,2025-02-03,plan_shared,7
E01247,U058,2025-02-10,plan_shared,11
E01248,U058,2025-02-10,login,10
E01249,U058,2024-11-11,plan_viewed,5
E01250,U058,2024-11-11,plan_created,5
E01251,U058,2025-06-23,feedback_given,11
E01252,U058,2025-06-02,feedback_given,6
E01253,U058,2025-06-02,plan_viewed,9
E01254,U058,2025-05-19,plan_viewed,8
E01255,U058,2025-05-19,plan_created,7
E01256,U058,2025-05-19,feedback_given,6
E01257,U058,2025-01-27,login,7
E01258,U058,2025-01-27,plan_shared,7
E01259,U058,2025-01-27,plan_viewed,5
E01260,U058,2025-05-19,plan_viewed,2
E01261,U058,2025-05-19,plan_created,2
E01262,U058,2025-05-19,feedback_given,11
E01263,U059,2025-07-21,plan_created,12
E01264,U059,2025-07-21,feedback_given,10
E01265,U059,2025-06-16,feedback_given,9
E01266,U060,2024-12-23,plan_viewed,4
E01267,U060,2024-12-23,feedback_given,8
E01268,U060,2024-12-23,plan_created,9
E01269,U060,2025-05-26,plan_shared,8
E01270,U060,2025-01-27,feedback_given,11
E01271,U060,2025-01-27,login,12
E01272,U060,2025-06-02,plan_viewed,4
E01273,U060,2025-07-21,plan_viewed,5
E01274,U060,2025-07-21,login,7
E01275,U060,2025-03-24,feedback_given,1
E01276,U060,2024-12-09,plan_shared,6
E01277,U060,2025-07-28,login,3
E01278,U060,2025-07-28,plan_viewed,10
E01279,U060,2025-07-28,plan_shared,7
E01280,U060,2025-03-24,feedback_given,11
E01281,U060,2025-03-24,plan_shared,7
E01282,U060,2025-03-24,plan_viewed,1
E01283,U060,2025-08-18,plan_shared,12
E01284,U060,2025-08-18,feedback_given,3
E01285,U060,2025-06-02,login,7
E01286,U060,2025-06-02,plan_shared,4
E01287,U060,2025-01-20,plan_shared,10
E01288,U060,2025-01-20,plan_created,7
E01289,U060,2025-01-20,plan_viewed,11
E01290,U060,2025-03-31,plan_shared,2
E01291,U060,2025-03-31,plan_viewed,2
E01292,U060,2025-03-31,plan_created,1
E01293,U060,2025-06-16,login,3
E01294,U060,2024-12-16,login,7
E01295,U060,2024-12-16,plan_created,1
E01296,U060,2024-12-16,plan_viewed,12
E01297,U060,2025-02-03,plan_viewed,4
E01298,U060,2025-02-03,plan_shared,11
E01299,U060,2025-03-17,plan_shared,12
E01300,U060,2025-03-17,login,7
E01301,U060,2025-03-31,plan_created,3
E01302,U060,2025-03-31,plan_viewed,11
E01303,U060,2025-03-31,login,1
E01304,U060,2025-09-15,plan_created,10
E01305,U060,2025-09-15,login,2
E01306,U060,2025-09-15,plan_shared,2
E01307,U060,2025-02-10,plan_viewed,2
E01308,U060,2025-02-10,plan_shared,2
E01309,U061,2025-05-19,feedback_given,2
E01310,U061,2025-07-14,feedback_given,2
E01311,U061,2025-07-14,plan_created,7
E01312,U061,2025-07-14,plan_shared,7
E01313,U061,2025-07-14,plan_viewed,6
E01314,U061,2025-09-15,plan_shared,5
E01315,U061,2025-09-15,login,1
